SKU,ModelFamily,color,MemorySize,Ext_Color,Ext_memorySize,Brand,SourceChannel,FunctionalStatus
APL 664GB SLV SPT BBTI EST,664GB ,SILVER,64GB      ,SILVER,64GB,APPLE,BBTI,UNTESTED
APL 664GB SLV UNL ASTK-P,664GB ,SILVER,64GB      ,SILVER,64GB,APPLE,BBTI,TESTED
APL 664GB SLV UNL BSTK UP,664GB ,SILVER,64GB      ,SILVER,64GB,APPLE,BBTI,UNTESTED
APL 664GB SLV UNL CSTK-P,664GB ,SILVER,64GB      ,SILVER,64GB,APPLE,BBTI,TESTED
APL 664GB SLV UNL CSTK-P UP,664GB ,SILVER,64GB      ,SILVER,64GB,APPLE,BBTI,TESTED
APL 6P GLD 128G A1522 ASTK-P,6P128G,GOLD  ,128GB     ,GOLD  ,128GB,APPLE,APPLE BBTI,TESTED
APL 6P GLD 128G A1522 B2ST-P,6P128G,GOLD  ,128GB     ,GOLD  ,128GB,APPLE,APPLE BBTI,TESTED
APL 6P GLD 128G A1522 BSTK-P,6P128G,GOLD  ,128GB     ,GOLD  ,128GB,APPLE,APPLE BBTI,TESTED
APL 6P GLD 128G A1522 CSTK-P,6P128G,GOLD  ,128GB     ,GOLD  ,128GB,APPLE,APPLE BBTI,TESTED
APL 6P GLD 128G A1524 ASTK-P,6P128G,GOLD  ,128GB     ,GOLD  ,128GB,APPLE,APPLE BBTI,TESTED
APL 6P GLD 128G A1524 B2ST-P,6P128G,GOLD  ,128GB     ,GOLD  ,128GB,APPLE,APPLE BBTI,TESTED
APL 6P GLD 128G A1524 BSTK-P,6P128G,GOLD  ,128GB     ,GOLD  ,128GB,APPLE,APPLE BBTI,TESTED
APL 6P GLD 128G A1524 CSTK-P,6P128G,GOLD  ,128GB     ,GOLD  ,128GB,APPLE,APPLE BBTI,TESTED
APL 6P GLD 16G A1522 ASTK-P,6P16GB,GOLD  ,16GB      ,GOLD  ,16GB,APPLE,APPLE BBTI,TESTED
APL 6P GLD 16G A1522 B2ST-P,6P16GB,GOLD  ,16GB      ,GOLD  ,16GB,APPLE,APPLE BBTI,TESTED
APL 6P GLD 16G A1522 BSTK-P,6P16GB,GOLD  ,16GB      ,GOLD  ,16GB,APPLE,APPLE BBTI,TESTED
APL 6P GLD 16G A1522 CSTK-P,6P16GB,GOLD  ,16GB      ,GOLD  ,16GB,APPLE,APPLE BBTI,TESTED
APL 6P GLD 16G A1524 ASTK-P,6P16GB,GOLD  ,16GB      ,GOLD  ,16GB,APPLE,APPLE BBTI,TESTED
APL 6P GLD 16G A1524 B2ST-P,6P16GB,GOLD  ,16GB      ,GOLD  ,16GB,APPLE,APPLE BBTI,TESTED
APL 6P GLD 16G A1524 BSTK-P,6P16GB,GOLD  ,16GB      ,GOLD  ,16GB,APPLE,APPLE BBTI,TESTED
APL 6P GLD 16G A1524 CSTK-P,6P16GB,GOLD  ,16GB      ,GOLD  ,16GB,APPLE,APPLE BBTI,TESTED
APL 6P GLD 64G A1522 ASTK-P,6P64GB,GOLD  ,64GB      ,GOLD  ,64GB,APPLE,APPLE BBTI,TESTED
APL 6P GLD 64G A1522 B2ST-P,6P64GB,GOLD  ,64GB      ,GOLD  ,64GB,APPLE,APPLE BBTI,TESTED
APL 6P GLD 64G A1522 BSTK-P,6P64GB,GOLD  ,64GB      ,GOLD  ,64GB,APPLE,APPLE BBTI,TESTED
APL 6P GLD 64G A1522 CSTK-P,6P64GB,GOLD  ,64GB      ,GOLD  ,64GB,APPLE,APPLE BBTI,TESTED
APL 6P GLD 64G A1524 ASTK-P,6P64GB,GOLD  ,64GB      ,GOLD  ,64GB,APPLE,APPLE BBTI,TESTED
APL 6P GLD 64G A1524 B2ST-P,6P64GB,GOLD  ,64GB      ,GOLD  ,64GB,APPLE,APPLE BBTI,TESTED
APL 6P GLD 64G A1524 BSTK-P,6P64GB,GOLD  ,64GB      ,GOLD  ,64GB,APPLE,APPLE BBTI,TESTED
APL 6P GLD 64G A1524 CSTK-P,6P64GB,GOLD  ,64GB      ,GOLD  ,64GB,APPLE,APPLE BBTI,TESTED
APL 6P GRY 128G A1522 ASTK-P,6P128G,GRAY  ,128GB     ,GRAY  ,128GB,APPLE,APPLE BBTI,TESTED
